Country,City,AccentCity,Region,Population,Latitude,Longitude
ru,vatutinki,Vatutinki,47,9502,55.4965,37.329875
in,eagangipuram,Eagangipuram,25,,13.101667,80.244722
gb,newburgh,Newburgh,V1,1909,56.333333,-3.25
gb,newburn,Newburn,E5,41347,54.966667,-1.733333
gb,newbury,Newbury,P4,33065,51.4,-1.316667
gb,newby bridge,Newby Bridge,C9,,54.25,-2.966667
ir,balush,Balush,04,,30.1089,60.7156
us,summit,Summit,IN,,41.5130556,-85.0261111
my,chenderong,Chenderong,07,,4.4091,101.0495
id,wandebori,Wandebori,36,,-.8,135.533333
ir,yolghoonlooe jadid,Yolghoonlooé Jadid,33,,37.1793,46.0248
sn,nebodji,Nébodji,08,,14.9333333,-15.75
la,ban tahon,Ban Tahon,15,,18.000833,104.539722
gb,newcastle,Newcastle,I7,,54.988056,-1.619444
gb,newcastle,Newcastle,L6,,52.433333,-3.116667
us,geneill,Geneill,MS,,33.3888889,-90.7994444
pl,zarzecze,Zarzecze,76,,51.555745,15.532516
ua,vysypovtsy,Vysypovtsy,22,,49.666082,25.417207
it,santa maria di castellabate,Santa Maria di Castellabate,04,,40.283333,14.95
gb,newcastleton,Newcastleton,T9,751,55.166667,-2.816667
id,gunungganaga,Gunungganaga,30,,-6.618889,107.322778
md,morozeny,Morozeny,82,,47.378056,28.634167
gb,new channelkirk,New Channelkirk,T9,,55.783333,-2.833333
th,ban ngong,Ban Ngong,74,,14.109722,101.507222
ke,wariva,Wariva,09,,1.0333333,34.5666667
ro,blidar,Blidar,25,,47.8,23.616667
gb,newchurch,Newchurch,G5,,51.033333,.933333
gb,newchurch,Newchurch,H2,,53.7,-2.25
ua,selets belski,Selets Belski,15,,50.297122,24.204619
gb,newchurch,Newchurch,X7,,51.891944,-4.354444
gb,newchurch,Newchurch,Y8,,52.15,-3.15
it,pederiva,Pederiva,20,,45.790278,12.0325
in,kharia malinath,Kharia Malinath,24,,27.6388,72.8093
pl,ignacowka,Ignacowka,84,,50.66831,20.351408
ke,mtungi,Mtungi,02,,-3.4666667,38.3833333
lr,harbelville,Harbelville,17,,6.2719444,-10.3475
pl,wywoz,Wywoz,78,,51.388146,20.485095
la,ban phomoun,Ban Phomoun,17,,19.633333,102.616667
gb,newenden,Newenden,E2,,51,.616667
pg,kanumpanaga,Kanumpanaga,09,,-6.1333333,145.6666667
ir,sar,Sar,33,,38.3341,46.1935
ir,siah nav,Siah Nav,16,,35.4531,46.0805
id,waewanga,Waewanga,18,,-9.5979,119.12
ly,lalut,Lalút,56,,31.8683333,10.9827778
kr,chajaktong,Chajaktong,13,,37.35,127.216667
ir,humeh,Humeh,29,,30.728553,56.642022
mx,quetzalapa emancipacion,Quetzalapa Emancipación,21,,19.166667,-97.4
pa,cuba,Cuba,09,,8.9166667,-77.7166667
sy,rahmaniyah,Rahmaniyah,09,,36.3,37.7833333
ru,mikhatkino,Mikhatkino,45,,56.1533,46.6402
gb,newhaven,Newhaven,E2,,50.783333,.033333
it,rovolon,Rovolon,20,,45.366667,11.666667
kr,suhari,Suhari,06,,37.6545,128.70095
mz,magueva,Magueva,10,,-20.6702778,33.6902778
zr,luvungi,Luvungi,07,,-2.8666667,29.0333333
ru,shleglyata,Shleglyata,33,,57.2701,48.6197
gb,new hunstanton,New Hunstanton,I9,,52.933333,.5
id,jatitojong,Jatitojong,30,,-6.4875,106.742222
gb,newington,Newington,G5,,51.35,.666667
gb,new inn,New Inn,Z2,,51.690556,-3.009167
gb,new kelso,New Kelso,V3,,57.433333,-5.45
ma,laa'yaida,Laa'yaida,52,,34.891373,-5.961972
rs,letovaliste,Letovaliste,00,,42.544722,20.2675
lb,el kherbe,El Kherbé,05,,33.5805556,35.5263889
pg,yanof,Yanof,14,,-6.5333333,146.3
gb,new leads,New Leads,T6,,57.583333,-2
ph,baleygat,Baleygat,28,,18.0968,120.555
pl,puiski,Puiski,84,,50.983333,20.45
ru,myagrino,Myagrino,85,,59.294776,39.624885
us,trace,Trace,AR,,33.8369444,-92.9519444
ng,elepe,Elepe,32,,7.737222,3.9625
mm,padamya,Padamya,12,,12.2833333,99.1
pk,kotla mohsan khan,Kotla Mohsan Khan,03,,33.99012,71.55167
gb,newmarket,Newmarket,N5,,52.25,.416667
zr,onifia,Onifia,00,,3.3333333,30.85
gb,new milford,New Milford,Y7,,51.707778,-4.949722
gb,newmill end,Newmill End,Z6,,51.833333,-.366667
sk,brezno,Brezno,01,23055,48.8166667,19.65
pe,utana,Utaña,04,,-15.2741667,-71.6925
ve,bajo sin tripa,Bajo Sin Tripa,02,,9.745,-65.0416667
gb,newmilns,Newmilns,U4,,55.6,-4.316667
sr,dahome,Dahome,18,,4.0333333,-55.4666667
ru,trofimovka,Trofimovka,65,,52.822345,50.847963
gb,new monkland,New Monkland,V8,,55.883333,-4
kp,turidong,Turidong,08,,38.0866667,126.6755556
gh,hlave,Hlave,08,,6.3333333,0.5833333
ru,khorotomari,Khorotomari,64,,47.125833,142.069722
gb,newnham,Newnham,Q4,,52.316667,-2.533333
me,sutvara,Sutvara,00,,42.375556,18.762778
tr,seki,Seki,05,,40.933348,35.126023
ye,mawr,Mawr,07,,14.3658333,44.7377778
gb,newport,Newport,E1,,53.75,-.633333
tr,bozkas,Bozkas,64,,38.6875,29.503611
pl,czarnuchowice,Czarnuchowice,77,,50.070423,19.214038
ru,uchumskiy,Uchumskiy,39,,55.132778,89.806389
gb,newport,Newport,V1,,56.433333,-2.916667
id,galarang,Galarang,38,,-3.617494,119.870484
gb,newport,Newport,Y7,,52.016667,-4.833333
gb,newport-on-tay,Newport-On-Tay,V1,,56.433333,-2.916667
pk,machhanianwala,Machhanianwala,04,,30.776443,71.968941
rw,colline kazo,Colline Kazo,07,,-2.2,30.5
pk,chaprar khas,Chaprar Khas,04,,32.631503,74.616301
tz,kikale,Kikale,02,,-7.8333333,39.2
ru,vtoroye gubkino,Vtoroye Gubkino,56,,52.35823,36.642559
kr,sangjong,Sangjong,20,,35.270833,128.208056
pk,chak zakirabad,Chak Zakirabad,04,,32.382405,71.806053
id,nambo pojok,Nambo Pojok,30,,-6.337222,107.096667
id,leuwongmalang,Leuwongmalang,30,,-7.094167,107.605556
sr,johan margaretha en buitenrust,Johan Margaretha en Buitenrust,11,,5.9,-55.05
pl,przecmino,Przecmino,87,,54.11864,15.52393
gb,new scone,New Scone,W1,4355,56.416667,-3.4
gq,mbeenam,Mbeenam,08,,1.5333333,9.9
ru,ustyanovo,Ustyanovo,21,,57.178916,40.365691
pk,chak eleven-one l,Chak Eleven-One L,04,,30.811076,73.579798
ua,belovtsy,Belovtsy,03,,48.514864,26.366714
pl,dobry,Dobry,85,,54.119532,19.939329
ru,dontsovo,Dontsovo,10,,52.606154,33.158146
me,papani,Papani,00,,42.155,19.041944
gb,newstead,Newstead,J9,,53.066667,-1.216667
ru,khvoshchi,Khvoshchi,25,,54.886667,35.294167
pk,sarfraz colony,Sarfraz Colony,03,,34.0015,71.5922
gb,newton aycliffe,Newton Aycliffe,D8,26269,54.616667,-1.566667
tj,uzun,Uzun,02,,38.55,68.4166667
in,shegwa,Shegwa,09,,20.15,73.35
gb,newton ferrers,Newton Ferrers,D4,,50.316667,-4.033333
ir,barag shahi,Barag Shahi,42,,36.633069,58.527609
tw,kumin,Kumin,04,,23.5666667,120.35
ht,dumesse,Dumesse,11,,18.9166667,-72.6
ug,kaburasaho,Kaburasaho,50,,1.9,32.05
tr,dyuli,Dyuli,80,,37.421667,43.223889
kr,changjagwon,Changjagwon,13,,37.126389,126.815278
ir,`abedin,`Abedin,35,,36.527353,53.687131
id,bone rombo,Bone Rombo,22,,-4.8262,123.1729
gb,newtonmore,Newtonmore,V3,988,57.066667,-4.133333
za,factreton,Factreton,11,,-33.91214,18.520602
om,bait rathawt,Bait Rathawt,08,,17.1897222,54.1852778
gb,newton,Newton,H2,,53.95,-2.466667
id,batumapata,Batumapata,41,,-3.2412,119.3336
zr,bazabi,Bazabi,09,,0.4666667,27.3333333
pe,abujao,Abujao,25,,-8.1833333,-73.7666667
gb,newton,Newton,J7,,54.033333,-1.216667
it,casa poles,Casa Poles,20,,45.683333,12.583333
kz,remki,Remki,15,,50.899167,81.296944
kp,toltami,Toltami,06,,37.8833333,125.8944444
th,ban nong ai nok,Ban Nong Ai Nok,65,,7.416667,99.683333
sd,garbur walad,Garbur Walad,29,,15.2,32.5
ua,nyzhnozamorske,Nyzhnozamorske,11,,45.368941,36.011486
gb,newton,Newton,X3,,51.484167,-3.678056
sd,al farajab,Al Farajab,27,,15.2,32.6333333
vn,an phong,An Phong,27,,13.933333,108.816667
pk,koke di basti,Koke di Basti,04,,29.281839,71.156251
pk,jhalar,Jhalar,03,,34.253333,71.605
gb,newton regis,Newton Regis,P3,,52.65,-1.583333
gb,newton regny,Newton Regny,C9,,54.666667,-2.8
us,fiatt,Fiatt,IL,,40.5602778,-90.1797222
us,oak grove,Oak Grove,MO,,38.9974000,-94.1440000
ph,old town sierra bullones,Old Town Sierra Bullones,11,,9.744444,124.346667
ru,kondurcha-krotovka,Kondurcha-Krotovka,65,,54.3382,51.069
us,browns valley,Browns Valley,IN,,39.9030556,-86.9919444
us,twin lakes,Twin Lakes,KY,,36.9638889,-88.1900000
us,hurley,Hurley,CO,,40.2741667,-103.7611111
id,tikonu,Tikonu,22,,-4.1152,121.6826
gb,newton upon trent,Newton upon Trent,J9,,53.25,-.783333
ua,babin,Babin,23,,49.136654,29.326447
za,nkwalini,Nkwalini,02,,-28.725093,31.525084
gb,newtownards,Newtownards,Q7,28878,54.583333,-5.666667
hr,rijecani bujinjski,Rijecani Bujinjski,14,,45.1866667,16.4069444
ir,ow mal,Ow Mal,35,,36.712864,53.092335
tr,doganlar,Doganlar,19,,40.756401,34.981171
gb,newtownhamilton,Newtownhamilton,S9,,54.183333,-6.583333
la,ban hatmakphang,Ban Hatmakphang,23,,18.566667,103.633333
ir,kuh-e kushk-e hezar,Kuh-e Kushk-e Hezar,07,,29.983333,51.566667
ru,ratkovo,Ratkovo,52,,58.398794,35.214716
ru,dresvyanka,Dresvyanka,04,,51.766667,84.866667
mn,luusiin hural,Luusiin Hural,08,,45.2166667,105.5666667
hr,zdencina,Zdencina,21,,45.6666667,15.7666667
id,nangreu,Nangreu,30,,-7.6212,108.0825
mx,rancherias,Rancherías,28,,26.35,-98.9
td,bau,Bau,04,,10.425,16.8761111
id,empura,Empura,11,,.75,111.25
ir,sont-e gerak,Sont-e Gerak,04,,27.05,62.1
vn,kon xong leh,Kon Xong Leh,10,,14.3,108.166667
id,kalireja,Kalireja,07,,-7.54229,108.810031
th,ban bo noi,Ban Bo Noi,41,,19.558861,100.205528
gb,new york,New York,H7,,53.083333,-.15
gb,newyork,Newyork,T8,,56.25,-5.283333
mm,tindaw,Tindaw,01,,19.2166667,94.1333333
tr,pinarcik koyu,Pinarcik Koyu,19,,41.183333,34.55
zr,luvuo,Luvuo,05,,-8.8,25.3166667
ge,verkhniye roki,Verkhniye Roki,24,,42.5769444,44.1216667
gb,nigg,Nigg,V3,,57.716667,-4
ua,gorodokyagellonskiy,GorodokYagellonskiy,15,,49.784649,23.648061
ma,el amriia,El Amriia,52,,34.45993,-6.00573
us,woloke,Woloke,FM,,6.9311111,158.2875000
gb,nisbet,Nisbet,T9,,55.516667,-2.516667
gh,chiana asunia,Chiana Asunia,10,,10.8666667,-1.2666667
gb,nitshill,Nitshill,V2,,55.8,-4.366667
gb,nocton,Nocton,H7,,53.166667,-.416667
kh,phumi tuol damnak dangkao,Phumi Tuol Damnak Dangkao,01,,12.9333333,103.0833333
ru,eytu,Eytu,30,,49.333333,134.5
gb,norbreck,Norbreck,A9,,53.85,-3.05
sn,waoumane,Waoumane,10,,14.3666667,-15.65
ro,soparlita,Soparlita,29,,44.283333,24.283333
ru,ivanovka,Ivanovka,86,,49.723332,40.320928
gb,norbury,Norbury,N1,,52.8,-2.316667
gb,nordelph,Nordelph,I9,,52.583333,.3
my,telok kemang,Telok Kemang,05,,2.461464,101.859507
gb,norham and islandshires,Norham and Islandshires,J6,,55.7,-2.1
gb,norham,Norham,J6,,55.716667,-2.15
re,maison lelievre,Maison Lelièvre,00,,-21.0833333,55.3166667
za,riversea,Riversea,05,,-33.95,25.066667
ye,saiqat al ` amir,Saiqat Al ` Amir,04,,15.5833333,48.85
pt,carnide,Carnide,14,,38.766667,-9.183333
ru,kukuy,Kukuy,62,,54.321282,38.785461
lv,ziemeri,Ziemeri,02,,57.5333333,27.0666667
id,karangori kidul,Karangori Kidul,07,,-6.796,111.3999
ru,tyrtovo,Tyrtovo,77,,56.240278,33.827222
gb,normanton,Normanton,J9,,52.866667,-1.066667
gb,normanton,Normanton,O7,,53.7,-1.416667
ma,dar oulad bou azza,Dar Oulad Bou Azza,52,,34.399272,-5.630439
mx,rancho hilda,Rancho Hilda,06,,30.783333,-106.75
pk,torawarai,Torawarai,03,,33.621667,71.193611
gb,normanton upon trent,Normanton upon Trent,J9,,53.2,-.816667
us,butler estates,Butler Estates,TN,,35.8722222,-86.4825000
id,seunebok tuha dua,Seunebok Tuha Dua,01,,4.9767,97.7008
la,ban katai,Ban Katai,10,,16.616667,106.533333
gb,northam,Northam,M4,,50.9,-1.383333
gb,northampton,Northampton,J1,197323,52.25,-.883333
mm,shangtai,Shangtai,04,,24.2166667,97.6166667
in,charsoni,Charsoni,36,,26.1761,79.4406
gb,north aston,North Aston,K2,,51.95,-1.3
sn,sare diamere,Saré Diaméré,05,,13.6333333,-13.8
mx,guasimas,Guásimas,30,,21.25,-97.45
tj,beshkent,Beshkent,02,,37.2302778,68.0205556
se,tunvagen,Tunvågen,07,,62.883333,14.666667
gb,north barsham,North Barsham,I9,,52.866667,.85
us,oakbrook terrace,Oakbrook Terrace,IL,,41.8500000,-87.9644444
gb,north berwick,North Berwick,U6,6439,56.066667,-2.716667
hu,lencsesdulo,Lencsesdulo,20,,47.566667,20.016667
ma,id ou salah,Id Ou Salah,55,,29.386705,-9.629408
se,bjurtrasket,Bjurträsket,23,,64.966667,19.7
jp,arumi,Arumi,27,,32.683333,129.816667
in,derajsar,Derajsar,24,,28.027778,73.769444
gb,north burlingham,North Burlingham,I9,,52.633333,1.45
zr,maliabwana,Maliabwana,09,,0.8833333,28.9166667
gb,north cadbury,North Cadbury,M3,,51.033333,-2.516667
th,ban dai sano,Ban Dai Sano,37,,14.683333,100.633333
mm,aingma,Aingma,03,,17.2,95.3
us,south rumford,South Rumford,ME,,44.5258333,-70.5347222
gb,north chapel,North Chapel,P6,,51.05,-.633333
ru,korolenko,Korolenko,38,,45.171534,38.237645
ve,aricagua,Aricagua,19,,10.2333333,-63.9
pg,gogo,Gogo,15,,-3.5333333,152.3333333
gb,north cleobury,North Cleobury,L6,,52.483333,-2.566667
gb,north cliff,North Cliff,E1,,53.816667,-.666667
se,uddevalla,Uddevalla,28,30283,58.366667,11.933333
jp,aoto,Aoto,40,,35.75,139.85
kr,seongju,Seongju,13,,37.081111,127.166111
ve,boca la colorada,Boca La Colorada,03,,7.9116667,-70.8244444
gb,north cornelly,North Cornelly,X3,,51.519722,-3.705556
hu,mikofalva,Mikófalva,11,,48.05,20.316667
gb,north cove,North Cove,N5,,52.433333,1.616667
gb,north cowton,North Cowton,J7,,54.4,-1.55
hu,apostag,Apostag,01,2099,46.882079,18.962102
gb,north creake,North Creake,I9,,52.9,.766667
gb,north crossaig,North Crossaig,T8,,55.7,-5.45
pk,sahuka,Sahuka,04,,30.022455,72.82412
gb,north dalton,North Dalton,E1,,53.95,-.566667
us,kilaga springs,Kilaga Springs,CA,,38.9711111,-121.2469444
us,forest glen,Forest Glen,MD,,39.0144444,-77.0550000
se,langaker,Långåker,23,,63.933333,19.533333
iq,tuz kermatli,Tuz Kermatli,18,,34.8830556,44.6219444
gb,north elkington,North Elkington,H7,,53.4,-.066667
gb,north elmham,North Elmham,I9,,52.733333,.95
mz,nacoba,Nacoba,01,,-12.66,40.4205556
gb,northenden,Northenden,I2,,53.4,-2.25
tr,hisarkoy,Hisarköy,76,,37.600936,41.227994
pk,china alizai,China Alizai,02,,30.401331,68.890728
gb,north erradale,North Erradale,V3,,57.766667,-5.783333
gb,north fambridge,North Fambridge,E4,,51.633333,.683333
ru,podpogovskaya,Podpogovskaya,33,,58.833135,49.616674
pk,doda khan,Doda Khan,02,,28.488633,68.099937
ru,pervaya ploshchadka,Pervaya Ploshchadka,33,,57.0125,50.5255
gb,north frodingham,North Frodingham,E1,,53.966667,-.483333
us,avoca,Avoca,WI,,43.1819444,-90.3244444
id,hoetatanah,Hoetatanah,26,,2.9101,98.619
ma,tiguenziou,Tiguenziou,55,,30.548215,-8.009994
ph,manta iloco,Manta Iloco,35,,7.6,124.2
ru,odumda,Odumda,63,,63.35,126.833333
pk,bazurgwal,Bazurgwal,04,,30.983333,72.866667
us,sayles bleachery,Sayles Bleachery,RI,,41.8950000,-71.4147222
ir,robati-ye shahzadeh,Robati-ye Shahzadeh,42,,36.424882,58.44225
gb,northiam,Northiam,E2,,50.983333,.6
gb,northill,Northill,Z6,,52.1,-.316667
gb,northington,Northington,F2,,51.116667,-1.2
tr,kalebeleni,Kalebeleni,32,,36.25,33.35
ma,douar moulay achafgane,Douar Moulay Achafgane,51,,32.719882,-8.935461
ir,badashah,Badashah,38,,36.4015,50.4569
jp,kori,Kori,31,,34.583333,133.966667
ve,cimarron,Cimarrón,16,,9.7833333,-63.9166667
za,thutlane,Thutlane,09,,-23.786555,28.654762
mm,shwedaw,Shwedaw,07,,20.5166667,94.2166667
my,kampung dalam balah,Kampung Dalam Balah,03,,5.423,101.905
jp,iimochi,Iimochi,39,,33.6,134.366667
ir,choqa qasem,Choqa Qasem,13,,34.4095,46.9076
gb,northleach,Northleach,E6,,51.833333,-1.816667
mz,mendire,Mendire,01,,-11.2372222,39.9008333
gb,north leigh,North Leigh,K2,,51.8,-1.433333
tr,alavada,Alavada,07,,36.998125,31.821306
ru,redkiy,Redkiy,53,,54.636781,77.627942
ke,mutei,Mutei,05,,-1.2833333,36.7
gb,north lorn,North Lorn,T8,,56.583333,-5.2
gb,north luffenham,North Luffenham,L4,,52.6,-.616667
gb,north lydbury,North Lydbury,L6,,52.466667,-2.95
id,samakan,Samakan,10,,-7.829444,110.402778
gb,north marston,North Marston,B9,,51.883333,-.866667
sv,el lajero,El Lajero,07,,13.45,-87.8333333
gb,north mimms,North Mimms,F8,,51.733333,-.233333
gb,north molton,North Molton,D4,,51.05,-3.8
id,lampargede,Lampargede,07,,-7.616389,110.531667
gb,northmoor,Northmoor,K2,,51.716667,-1.383333
ru,sommerfeld,Sommerfeld,23,,54.495721,20.894026
jo,hemud,Hemud,09,,31.29086,35.799533
ru,telyatniki,Telyatniki,62,,53.6429,40.9858
gb,north newbald,North Newbald,E1,,53.816667,-.616667
gb,north newton,North Newton,M3,,51.073333,-3.003611
gb,north nibley,North Nibley,E6,,51.660556,-2.375556
id,padang panjang,Padang Panjang,01,,4.0486,96.2723
ki,roreti,Roreti,00,,-2.65,176.8333333
mg,ampalea sud,Ampalea Sud,06,,-22.25,44.9833333
pe,santa barbara,Santa Bárbara,09,,-12.8833333,-74.9833333
gh,fodome,Fodome,08,,6.8666667,0.2833333
gb,north owersby,North Owersby,H7,,53.433333,-.4
ng,emere,Emere,41,,7.4144,7.6516
kr,kojupo,Kojupo,06,,37.82617,128.10446
us,mesita,Mesita,NM,,35.0183333,-107.3122222
gb,north queensferry,North Queensferry,V1,,56,-3.4
gb,northrepps,Northrepps,I9,,52.9,1.333333
gb,north riding,North Riding,J7,,54.333333,-1.416667
mn,uyangh,Uyangh,15,,46.4666667,102.2833333
gb,north rode,North Rode,Z7,,53.2,-2.166667
ru,golovarevo,Golovarevo,83,,55.528278,40.501288
gb,north runcton,North Runcton,I9,,52.7,.433333
gb,north scarle,North Scarle,H7,,53.2,-.733333
gb,north seaton,North Seaton,J6,,55.166667,-1.516667
zr,kelende,Kelende,09,,2.45,26.5666667
ru,gorodishche,Gorodishche,72,,52.122222,40.82
gb,north somercotes,North Somercotes,H7,,53.433333,.15
gb,north stoke,North Stoke,K2,,51.566667,-1.116667
ir,bard rasheh,Bard Rasheh,16,,35.732,46.3424
id,karanganyar baret,Karanganyar Baret,17,,-8.5775,116.5669
gb,north tamerton,North Tamerton,C6,,50.75,-4.4
kp,tanhangdong,Tanhangdong,07,,38.8666667,126.8166667
mz,magengo,Magengo,01,,-13.0033333,39.9183333
pt,barbaido,Barbaido,06,,39.936948,-7.601573
hu,csor,Csór,08,,47.205675,18.256709
gb,north tolsta,North Tolsta,W8,,58.333333,-6.216667
gb,north tuddenham,North Tuddenham,I9,,52.683333,1.016667
id,dermayon,Dermayon,33,,-6.0376,106.1472
gb,north tyneside district,North Tyneside District,J5,,55.033333,-1.5
se,arvidstrask,Arvidsträsk,14,,65.566667,20.85
pl,radosty,Radosty,85,,53.9135,20.642862
th,ban laem takhro,Ban Laem Takhro,44,,13.731306,101.39775
ro,santul,Santul,27,,46.8,24.6
tr,gevhersalik,Gevhersalik,19,,40.477795,35.073934
in,lakhanpura,Lakhanpura,35,,25.1172,78.9036
ua,markovka,Markovka,23,,48.460976,28.718314
pk,bhada,Bhada,03,,33.913806,72.668555
lt,pikciunai,Pikciunai,61,,55.4333333,23.35
gb,northwick,Northwick,Z8,,53.266667,-2.5
kh,phumi danghak (2),Phumi Danghak (2),12,,12.5166667,103.7666667
ua,pidvysoke,Pidvysoke,10,,48.580685,30.675898
ru,lipikhino,Lipikhino,78,,56.3642,65.7499
th,ban non na,Ban Non Na,27,,14.824444,101.82
gb,northwood,Northwood,17,,51.613701,-.410994
ir,akbarabad-e baghin,Akbarabad-e Baghin,29,,30.174444,56.881944
ug,kapeka,Kapeka,42,,0.6911111,32.2355556
gn,kouloulouya,Kouloulouya,03,,10.65,-14.4333333
gw,bricama,Bricama,04,,11.2166667,-14.8666667
th,ban wat luang,Ban Wat Luang,17,,18.017278,103.075611
ng,onalemole,Onalemole,32,,8.033333,4.033333
gb,norton bavant,Norton Bavant,P8,,51.190556,-2.132222
gb,norton bridge,Norton Bridge,N1,,52.866667,-2.2
ng,imiroje,Imiroje,36,,5.579787,6.094125
hn,troje quemada,Troje Quemada,08,,14.6,-87.3
gq,ayene,Ayene,07,,1.8666667,10.7
mm,karokpi,Karokpi,13,,15.85,97.7166667
lt,migiskiai,Migiskiai,64,,55.3333333,25.2166667
ru,yuzhnyye sady,Yuzhnyye Sady,01,,44.566667,40.1
jm,arthurs mountain,Arthurs Mountain,09,,18.4,-77.2333333
iq,tall abu diba`,Tall Abu Diba`,06,,33.225,44.3880556
sd,mahbubah,Mahbubah,27,,12.7666667,32.4333333
us,sherwood,Sherwood,OH,,41.2872222,-84.5536111
ru,mishkino,Mishkino,86,,51.142024,39.33962
ie,brickhill bridge,Brickhill Bridge,03,,52.7066667,-8.7727778
ro,poestii-de-jos,Poestii-de-Jos,40,,45.4,27.216667
gb,norton,Norton,H5,,52.65,-1.516667
mz,tacaia,Tacaia,09,,-15.1769444,37.4827778
me,dobra voda,Dobra Voda,00,,42.048889,19.143889
ua,popovichi,Popovichi,24,,51.077559,25.079534
gb,norton,Norton,L6,,52.6,-2.4
ir,pa'inshahr,Pa'inshahr,04,,26.804178,60.340028
ir,janqur,Janqur,33,,37.9721,46.4817
gb,norton,Norton,P8,,51.559444,-2.165
gb,norton,Norton,Y8,,52.3,-3.016667
la,ban tongxouay,Ban Tôngxouay,09,,15.833333,106.35
gb,norton saint philip,Norton Saint Philip,M3,,51.302222,-2.324722
gb,norwell,Norwell,J9,,53.133333,-.85
tr,firincik,Firincik,37,,41.779616,33.537025
ir,albi,Albi,33,,38.5631,46.4846
iq,turka,Turka,13,,35.6966667,44.5669444
ru,abdayevo,Abdayevo,45,,56.388889,48.778611
gb,nottage,Nottage,X3,,51.491667,-3.706389
ma,agadir lrhaz,Agadir Lrhaz,55,,30.504921,-9.490473
us,brunswick,Brunswick,ME,24206,43.9144444,-69.9658333
gb,nottinghamshire,Nottinghamshire,J9,,53.166667,-1
gb,notting hill,Notting Hill,17,,51.516667,-.216667
gb,notton,Notton,O7,,53.6,-1.483333
tj,shoh,Shoh,02,,37.0486111,68.1108333
za,mapoki,Mapoki,05,,-30.284445,28.860421
ua,sotkozachek,SotKozachek,07,,50.431428,35.925079
kz,brusilovskiy,Brusilovskiy,15,,49.977222,79.641944
us,somerset,Somerset,GA,,32.4119444,-81.7652778
my,ulu sidi,Ulu Sidi,11,,1.15,112
id,djagansari,Djagansari,07,,-7.071667,110.663333
ru,bredovka,Bredovka,77,,56.962222,32.819167
gb,nuns quarter,Nuns Quarter,Q7,,54.5,-5.533333
ru,sivtsevo,Sivtsevo,83,,55.365565,40.759394
gb,nunwick,Nunwick,J7,,54.166667,-1.5
iq,sidah kan,Sidah Kan,11,,36.7944444,44.6736111
gb,nutfield,Nutfield,N7,,51.216667,-.116667
ru,rylkovo,Rylkovo,47,,55.492222,36.081389
se,boksjon,Boksjön,23,,65.666667,15.8
vn,quang trung,Quang Trung,68,,21.962521,105.227987
gr,kanavas,Kanavás,43,,35.45,23.6166667
nl,vliegert,Vliegert,05,,51.368014,5.959428
gt,los encuentros,Los Encuentros,04,,14.716667,-89.4
id,umbulan lempuyang,Umbulan Lempuyang,15,,-4.766667,105.216667
vn,cuu loi,Cuu Loi,27,,14.566667,109.05
gb,nynehead,Nynehead,M3,,51,-3.2
gb,oadby and wigston,Oadby and Wigston,H5,,52.55,-1.083333
se,ringarum,Ringarum,16,,58.333333,16.45
gb,oakamoor,Oakamoor,N1,,53,-1.916667
zm,mabomba,Mabomba,02,,-12.8166667,27.7333333
ng,koku,Koku,32,,7.2,3.616667
gn,belekov,Bélékov,08,,9.8794444,-13.5197222
se,erikslund,Erikslund,18,,58.883333,16.183333
pl,wolka lupkowska,Wolka Lupkowska,75,,51.227242,22.1397
ph,inalaran,Inalaran,59,,10.3827,125.1217
gm,madina bala,Madina Bala,04,,13.4166667,-13.85
tg,ketidjan,Kétidjan,10,,6.2138889,1.2222222
in,bandha,Bandha,37,,20.85,80.733333
kp,chinbongni,Chinbongni,08,,37.9291667,126.5686111
ir,chahar had,Chahar Had,34,,35.3715,49.5505
vn,mu sang,Mu Sang,22,,22.65,103.266667
gb,oaksey,Oaksey,P8,,51.642222,-2.013333
ir,`algeh faqih,`Algeh Faqih,13,,34.4224,46.4683
ml,berian,Bérian,07,,11.4166667,-7.9333333
kr,kumbyong,Kumbyong,05,,37.0579,127.9085
ua,holubeche,Holubeche,23,,48.370893,28.840522
ng,shakwada,Shakwada,31,,9.916667,6.816667
pl,schniedau,Schniedau,85,,53.86592,21.377104
ie,nanny's cross roads,Nanny's Cross Roads,26,,52.6522222,-8.185
id,ngaraskopen,Ngaraskopen,07,,-7.661667,110.536389
ir,khoshkehdar-e malmir,Khoshkehdar-e Malmir,34,,33.7931,49.1025
th,ban nam put,Ban Nam Put,05,,18.516667,99.033333
id,cicadas,Cicadas,30,,-6.281944,107.412222
ir,shuricheh,Shuricheh,42,,36.002034,60.970233
mz,borra,Borra,03,,-21.9833333,34.2333333
pe,cahuapanas,Cahuapanas,16,,-5.25,-76.9833333
nz,raumati south,Raumati South,F2,,-40.95,174.983333
pk,salehpur,Salehpur,05,,27.06489,68.154956
gb,ockle,Ockle,V3,,56.75,-6
gq,nsang,Nsang,07,,1.9333333,11.05
gb,ocle pychard,Ocle Pychard,F7,,52.116667,-2.6
kz,prirechenka,Prirechenka,13,,52.635833,61.285556
pk,khadda,Khadda,05,,24.8556,66.9918
vn,ta Ðat,Tà Ðát,33,,11.333333,105.983333
ua,staraya orzhitsa,Staraya Orzhitsa,13,,50.465978,31.901805
gh,apampetia,Apampetia,09,,6.25,-0.6166667
